"#","Name   ","Description","Type   ","Kind","Power","Accuracy","PP   ","Pri","Effect Chance","Target"
0,1,2,3,4,5,6,7,8,9,10
408,"Power Gem","Deals damage with no additional effect.","Rock","Special",70,1,20,0,0.00%,0
471,"Power Split","Averages Attack and Special Attack with the target.","Psychic","Status","–","– ",10,-7,0.00%,0
384,"Power Swap","The user swaps Attack and Special Attack modifiers with its target.","Psychic","Status",0,"— ",10,0,0.00%,0
379,"Power Trick","The user switches its Defense and Attack stats. Attack and Defense modifiers continue to affect their original stats only.","Psychic","Status",0,"— ",10,0,0.00%,0
438,"Power Whip","Deals damage with no additional effect.","Grass","Physical",120,0.85,10,0,0.00%,0
217,"Present","Randomly either attacks with a variable power, between 40 base power and 120 base power, or heals the target by 80 HP.","Normal","Physical","Var",0.9,15,0,0.00%,0
182,"Protect","Almost always goes first. The user is protected from all attacks for one turn, but the move's success rate halves with each consecutive use of Protect, Detect or Endure. If a Pokemon has No Guard, or used Lock-On or Mind Reader against the user during the previous turn, its attack has a [100 Varmove's normal accuracy]% chance to hit through Protect; OHKO moves do not benefit from this effect. Blizzard has a 30% to hit through this move during Hail, as does Thunder during Rain Dance.","Normal","Status",0,"— ",10,3,0.00%,0
60,"Psybeam","Has a 10% chance to confuse the target.","Psychic","Special",65,1,20,0,10.00%,0
244,"Psych Up","The user copies all six of the target's current stat modifiers.","Normal","Status",0,"— ",10,0,0.00%,0
94,"Psychic","Has a 10% chance to lower the target's Special Defense by 1 stage.","Psychic","Special",90,1,10,0,10.00%,0
354,"Psycho Boost","Lowers the user's Special Attack by 2 stages after use.","Psychic","Special",140,0.9,5,0,0.00%,0
427,"Psycho Cut","Has a high critical hit ratio.","Psychic","Physical",70,1,20,0,0.00%,0
375,"Psycho Shift","The user is cured of status effects by passing them to a healthy target.","Psychic","Status",0,0.9,10,0,0.00%,0
473,"Psyshock","Inflicts damage based on the target's Defense, not Special Defense.","Psychic","Special",80,1,10,0,0.00%,0
540,"Psystrike","Hits 2-5 times in one turn.","Psychic","Special",100,1,10,0,0.00%,0
149,"Psywave","Randomly inflicts set damage equal to .5x, .6x, .7x, .8x, .9x, 1.0x, 1.1x, 1.2x, 1.3x, 1.4x or 1.5x the user's level.","Psychic","Special","Var",0.8,15,0,0.00%,0
386,"Punishment","Power increases for every positive stat modifier of the target's. BP is 60 + (20 × Sum of positive stat modifiers of the foe). If BP is greater than 200, it becomes 200.","Dark","Physical","Var",1,5,0,0.00%,0
228,"Pursuit","If the target switches out on the current turn, this move strikes with doubled power before the switch. Baton Passers still escape safely. When a faster Pokemon uses Pursuit against a U-Turner, the U-Turner is hit for normal damage; when a slower Pokemon uses Pursuit against a U-Turner, the U-Turner makes its attack, then is hit by Pursuit for double power, and switches out.","Dark","Physical",80,1,20,0,0.00%,0
511,"Quash","The target of Postpone will act last in that turn, provided it has not yet acted.","Dark","Status","–",1,15,0,0.00%,0
98,"Quick Attack","Usually goes first.","Normal","Physical",40,1,30,1,0.00%,0
501,"Quick Guard","Fast Guard protects all Pokémon on the user's side of the field from enemy attacks that have increased priority, such as Quick Attack or Aqua Jet. Consecutive uses decrease the chance of success.","Fighting","Status","–","– ",15,3,0.00%,0
483,"Quiver Dance","Raises the user's Special Attack, Special Defense, and Speed by one stage.","Bug","Status","–","– ",20,0,0.00%,0
99,"Rage","The user's Attack rises by 1 stage if attacked before its next move.","Normal","Physical",20,1,20,0,0.00%,0
476,"Rage Powder","Redirects the target's single-target effects to the user for this turn. If the user's partner is switching out, Anger Powder will not divert an opponent from using Pursuit on its partner. Anger Powder does not stop the effects of moves which hit multiple Pokémon in a battle.","Bug","Status","–","– ",20,0,0.00%,0
240,"Rain Dance","Cancels all other weather moves. For 5 turns: the power of Water attacks is increased by 50%, the power of Fire attacks is decreased by 50%, Thunder never misses and has a 30% chance to hit through Protect and Detect, the power of Solarbeam is halved, and the healing power of Morning Sun, Synthesis and Moonlight is decreased from 1/2 to 1/4 of the user's max HP. The effects of Rain Dance will last for eight turns if its user is holding Damp Rock.","Water","Status",0,"— ",5,0,0.00%,5
229,"Rapid Spin","Removes Spikes, Stealth Rock, Toxic Spikes and Leech Seed from the user's side of the field; also frees the user from Bind, Clamp, Fire Spin, Magma Storm, Sand Tomb, Whirlpool and Wrap. These effects do not occur if the move misses or is used against Ghost-type Pokemon.","Normal","Physical",20,1,40,0,0.00%,0
75,"Razor Leaf","Has a high critical hit ratio.","Grass","Physical",55,0.95,25,0,0.00%,3
534,"Razor Shell","Has a 50% chance to lower the target's Defense by one level.","Water","Physical",75,0.95,10,0,50.00%,0
13,"Razor Wind","The user prepares on turn one, becoming uncontrollable, and then attacks on turn two. Has a high critical hit ratio.","Normal","Special",80,1,10,0,0.00%,3
105,"Recover","Restores 1/2 of the user's max HP.","Normal","Status",0,"— ",10,0,0.00%,0
278,"Recycle","The user's lost item is recovered. Items lost to Bug Bite, Fling, Natural Gift and Pluck will be recovered if the user of Recycle was the item's original holder; items lost to Trick, Switcheroo, Thief, Covet or Knock Off cannot be recovered.","Normal","Status",0,1,10,0,0.00%,0
115,"Reflect","All Pokemon in the user's party receive 1/2 damage from Physical attacks for 5 turns. Reflect will be removed from the user's field if an opponent's Pokemon uses Brick Break. It will also last for eight turns if its user is holding Light Clay. In double battles, both Pokemon are shielded, but damage protection is reduced from 1/2 to 1/3.","Psychic","Status",0,"— ",20,0,0.00%,1
513,"Reflect Type","User becomes the target's type.","Normal","Status","–","– ",15,0,0.00%,0
287,"Refresh","The user recovers from burn, poison and paralysis.","Normal","Status",0,1,20,0,0.00%,0
547,"Relic Song","has a 10% chance of putting the target to sleep. Ancient Song hits all opponents in double battles and hits all adjacent opponents in triple battles. When used by Meloetta in battle, it will also cause it to change between its Voice and Step Formes.","Normal","Special",75,1,10,0,10.00%,0
156,"Rest","The user is cured of status effects (and confusion), and recovers full HP, but falls asleep for 2 turns. Pokemon who have Early Bird will wake up one turn early.","Psychic","Status",0,"— ",10,0,0.00%,0
514,"Retaliate","Inflicts double damage if a friendly Pokémon fainted on the last turn.","Normal","Physical",70,1,5,0,0.00%,0
216,"Return","Power increases as user's happiness increases; maximum 102 BP.","Normal","Physical","Var",1,20,0,0.00%,0
279,"Revenge","Almost always goes last, even after another Pokemon's Focus Punch; this move's base power doubles if the user is damaged before its turn.","Fighting","Physical",60,1,10,-4,0.00%,0
179,"Reversal","Base power increases as the user's HP decreases.","Fighting","Physical","Var",1,15,0,0.00%,0
46,"Roar","Almost always goes last; in trainer battles, the target is switched out for a random member of its team. Escapes from wild battles. Has no effect if the target has Suction Cups, Soundproof or used Ingrain.","Normal","Status",0,1,20,-6,0.00%,0
459,"Roar of Time","The user recharges during its next turn; as a result, until the end of the next turn, the user becomes uncontrollable.","Dragon","Special",150,0.9,5,0,0.00%,0
350,"Rock Blast","Attacks 2-5 times in one turn; if one of these attacks breaks a target's Substitute, the target will take damage for the rest of the hits. This move has a 3/8 chance to hit twice, a 3/8 chance to hit three times, a 1/8 chance to hit four times and a 1/8 chance to hit five times. If the user of this move has Skill Link, this move will always strike five times.","Rock","Physical",25,0.9,10,0,0.00%,0
431,"Rock Climb","Has a 20% chance to confuse the target.","Normal","Physical",90,0.85,20,0,20.00%,0
397,"Rock Polish","Raises the user's Speed by 2 stages.","Rock","Status",0,"— ",20,0,0.00%,0
157,"Rock Slide","Has a 30% chance to make the target flinch.","Rock","Physical",75,0.9,10,0,30.00%,3
249,"Rock Smash","Has a 50% chance to lower the target's Defense by 1 stage.","Fighting","Physical",40,1,15,0,50.00%,0
88,"Rock Throw","Deals damage with no additional effect.","Rock","Physical",50,0.9,15,0,0.00%,0
317,"Rock Tomb","Lowers the target's Speed by 1 stage.","Rock","Physical",50,0.8,10,0,100.00%,0
439,"Rock Wrecker","The user recharges during its next turn; as a result, until the end of the next turn, the user becomes uncontrollable.","Rock","Physical",150,0.9,5,0,0.00%,0
272,"Role Play","The user's own ability is overwritten with the target's ability; does nothing if the target's ability is Wonder Guard.","Psychic","Status",0,1,10,0,0.00%,0
27,"Rolling Kick","Has a 30% chance to make the target flinch.","Fighting","Physical",60,0.85,15,0,30.00%,0
205,"Rollout","The user attacks uncontrollably for five turns; this move's power doubles after each turn and also if Defense Curl was used beforehand. Its power resets after five turns have ended or if the attack misses.","Rock","Physical",30,0.9,20,0,0.00%,0
355,"Roost","The user recovers 1/2 of its max HP; if it is a Flying-type Pokemon, it also loses its Flying-type classification until the start of the next turn.","Flying","Status",0,"— ",10,0,0.00%,0
496,"Round","Canon will damage the entire opposing team in a double or triple battle if it hits. It will double in power if used consecutively by teammates and will be used by teammates directly after the fist user regardless of speed.","Normal","Special",60,1,15,0,0.00%,0
221,"Sacred Fire","Has a 50% chance to burn the target; can be used while frozen, which both attacks the target normally and thaws the user.","Fire","Physical",100,0.95,5,0,50.00%,0
533,"Sacred Sword","The stat modifications of the target's Defense and Evasion are ignored when using this attack. However, Sacred Sword does not bypass Reflect.","Fighting","Physical",90,1,20,0,0.00%,0
219,"Safeguard","Protects the user's entire team from status conditions for five turns.","Normal","Status",0,"— ",25,0,0.00%,1
328,"Sand Tomb","Traps the target for 5-6 turns, causing damage equal to 1/16 of its max HP each turn; this trapped effect can be broken by Rapid Spin. The target can still switch out if it is holding Shed Shell or uses Baton Pass or U-Turn.","Ground","Physical",35,0.85,15,0,0.00%,0
28,"Sand-Attack","Lowers the target's Accuracy by 1 stage.","Ground","Status",0,1,15,0,0.00%,0
201,"Sandstorm","Cancels all other weather moves. For 5 turns: the Special Defense of Rock-type Pokemon is boosted by 50%, each active Pokemon, even when protected by a Substitute, loses 1/16 of its max HP unless it has Sand Veil or is a Ground-, Rock-, or Steel-type, the power of Solarbeam is halved, and the healing power of Morning Sun, Synthesis and Moonlight is halved. The effects of Sandstorm will last for eight turns if its user is holding Smooth Rock.","Rock","Status",0,"— ",10,0,0.00%,5
503,"Scald","Has a 30% chance to burn the target.","Water","Special",80,1,15,0,30.00%,0
184,"Scary Face","Lowers the target's Speed by 2 stages.","Normal","Status",0,0.9,10,0,0.00%,0
10,"Scratch","Deals damage with no additional effect.","Normal","Physical",40,1,35,0,0.00%,0
103,"Screech","Lowers the target's Defense by 2 stages.","Normal","Status",0,0.85,40,0,0.00%,0
545,"Searing Shot","Has a 30% chance to burn the target.","Fire","Special",100,1,5,0,30.00%,0
290,"Secret Power","This move has a 30% chance to inflict a side effect depending on the battle's current terrain. The target may be put to sleep in any type of grass (or in puddles), its Attack may be lowered by 1 stage while surfing on any body of water, its Speed may be lowered by 1 stage while on marshy terrain, its Accuracy may be lowered by 1 stage on beach sand, desert sand and dirt paths (and also in Wifi battles), it may flinch in caves or on rocky outdoor terrain, it may become frozen on snowy terrain and it may become paralyzed everywhere else.","Normal","Physical",70,1,20,0,30.00%,0
548,"Secret Sword","Inflicts damage based on the target's Defense, not Special Defense.","Fighting","Special",85,1,10,0,0.00%,0
402,"Seed Bomb","Deals damage with no additional effect.","Grass","Physical",80,1,15,0,0.00%,0
465,"Seed Flare","Has a 40% chance to lower the target's Special Defense by 2 stages.","Grass","Special",120,0.85,5,0,40.00%,0
69,"Seismic Toss","Does damage equal to user's level.","Fighting","Physical","Var",1,20,0,0.00%,0
120,"Selfdestruct","Causes the user to faint.","Normal","Physical",200,1,5,0,0.00%,4
247,"Shadow Ball","Has a 20% chance to lower the target's Special Defense by 1 stage.","Ghost","Special",80,1,15,0,20.00%,0
421,"Shadow Claw","Has a high critical hit ratio.","Ghost","Physical",70,1,15,0,0.00%,0
467,"Shadow Force","The user disappears on the first turn, becoming uncontrollable and evading all attacks, and strikes on the second turn. This move is not stopped by Protect or Detect.","Ghost","Physical",120,1,5,0,"—",0
325,"Shadow Punch","Ignores Evasion and Accuracy modifiers and never misses except against Protect, Detect or a target in the middle of Dig, Fly, Dive or Bounce.","Ghost","Physical",60,1.01,20,0,0.00%,0
425,"Shadow Sneak","Usually goes first.","Ghost","Physical",40,1,30,1,0.00%,0
159,"Sharpen","Raises the user's Attack by 1 stage.","Normal","Status",0,"— ",30,0,0.00%,0
329,"Sheer Cold","The target faints; doesn't work on higher-leveled Pokemon.","Ice","Special","OHKO",0.3,5,0,0.00%,0
504,"Shell Smash","Raises Attack, Special Attack and Speed by two stages. Decreases Defense and Special Defense by one stage.","Normal","Status","–","– ",15,0,0.00%,0
508,"Shift Gear","Gear Change increases the user's Speed by two stages and the user's Attack by one stage.","Steel","Status","–","– ",10,0,0.00%,0
351,"Shock Wave","Ignores Evasion and Accuracy modifiers and never misses except against Protect, Detect or a target in the middle of Dig, Fly, Dive or Bounce.","Electric","Special",60,1.01,20,0,0.00%,0
324,"Signal Beam","Has a 10% chance to confuse the target.","Bug","Special",75,1,15,0,10.00%,0
318,"Silver Wind","Has a 10% chance to raise all of the user's stats by 1 stage.","Bug","Special",60,1,5,0,10.00%,0
493,"Simple Beam","Simple Beam temporarily changes the target's ability to Simple. It does not work on Pokémon with the Truant or Multitype ability (However, it does work on Pokémon with Slow Start).","Normal","Status","–",1,15,0,0.00%,0
47,"Sing","Puts the target to sleep.","Normal","Status",0,0.55,15,0,0.00%,0
166,"Sketch","The user permanently replaces Sketch with the last move used by the target. Sketch cannot copy itself, Chatter, Memento or Struggle. Transform and moves that generate other moves can be Sketched successfully, as can Explosion and Selfdestruct if a Pokemon with Damp is present. Healing Wish and Lunar Dance can be Sketched because they automatically fail when the user is the last Pokemon of its team. This move fails automatically when selected in wireless or Wi-Fi battles.","Normal","Status",0,"— ",1,0,0.00%,0
285,"Skill Swap","The user exchanges abilities with the target; does not work if Wonder Guard is the ability of either the user or the target.","Psychic","Status",0,1,10,0,0.00%,0
130,"Skull Bash","The user prepares on turn one, raising its Defense by 1 stage and becoming uncontrollable, and then attacks on turn two.","Normal","Physical",100,1,15,0,0.00%,0
143,"Sky Attack","The user prepares on turn one, becoming uncontrollable, and then attacks on turn two. Also has a 30% chance to make the target flinch.","Flying","Physical",140,0.9,5,0,30.00%,0
507,"Sky Drop","On the turn it is selected, Freefall brings the target to the air. While in the air, both the user and the target will be unable to take action and will avoid any move targeted at them except Gust, Thunder, Twister, Sky Uppercut, Whirlwind or Knock Down. The next turn, the target is thrown down and receives damage. Freefall does no damage to Flying-type Pokémon, but it will pick them up (and make them unable to move) on its first turn; however, Freefall works normally on Pokémon with Levitate. Freefall can hit non-adjacent opponents in triple battles, and will fail if the target has a Substitute and while the target is using semi-invulnerable moves such as Fly and Bounce.","Flying","Physical",60,1,10,0,0.00%,0
327,"Sky Uppercut","Also hits targets in mid-air via Fly or Bounce.","Fighting","Physical",85,0.9,15,0,0.00%,0
303,"Slack Off","Restores 1/2 of the user's max HP.","Normal","Status",0,1,10,0,0.00%,0
21,"Slam","Deals damage with no additional effect.","Normal","Physical",80,0.75,20,0,0.00%,0
163,"Slash","Has a high critical hit ratio.","Normal","Physical",70,1,20,0,0.00%,0
79,"Sleep Powder","Puts the target to sleep.","Grass","Status",0,0.75,15,0,0.00%,0
214,"Sleep Talk","Does nothing if the user is awake. If the user asleep, it randomly performs one of its attacks. Rest will fail if it is selected. Sleep Talk's generated attacks do not cost PP, but it cannot generate moves with 0 PP, itself, Assist, Bide, Chatter, Copycat, Disabled attacks, Focus Punch, Me First, Metronome, Mirror Move, Uproar, or attacks with a charge-up turn like Fly or Skull Bash. (Moves with a recharge turn like Hyper Beam can be generated.)","Normal","Status",0,"— ",10,0,0.00%,0
124,"Sludge","Has a 30% chance to poison the target.","Poison","Special",65,1,20,0,30.00%,0
188,"Sludge Bomb","Has a 30% chance to poison the target.","Poison","Special",90,1,10,0,30.00%,0
482,"Sludge Wave","Has a 10% chance to poison the target.","Poison","Special",95,1,10,0,10.00%,0
479,"Smack Down","If the target is a Flying-type, has the ability Levitate, or is under the effects of Magnet Rise, it will become vulnerable to Ground-type moves until it is switched out. It can hit a target that is using Fly or Bounce and knock it to the ground. It can also hit a Pokémon that is using or is affected by Freefall, but can't knock it down.","Rock","Physical",50,1,15,0,0.00%,0
265,"SmellingSalt","If the target is paralyzed, power is doubled but the target will be cured.","Normal","Physical",60,1,10,0,0.00%,0
123,"Smog","Has a 40% chance to poison the target.","Poison","Special",20,0.7,20,0,40.00%,0
108,"SmokeScreen","Lowers the target's Accuracy by 1 stage.","Normal","Status",0,1,20,0,0.00%,0
555,"Snarl","Has a 100% chance to lower the target's Special Attack by one level.","Dark","Special",55,0.95,15,0,100.00%,0
289,"Snatch","Almost always goes first. Until the end of the turn, the user will steal a supporting move from another Pokemon (including teammates). In double battles, Snatch only steals the first applicable move performed by another Pokemon before wearing off.","Dark","Status",0,1,10,4,0.00%,0
173,"Snore","Has a 30% chance to make the target flinch; fails if user is awake.","Normal","Special",40,1,15,0,30.00%,0
487,"Soak","Changes the target's type to water.","Water","Status",,1,20,0,0.00%,0
135,"Softboiled","Restores 1/2 of the user's max HP.","Normal","Status",0,1,10,0,0.00%,0
76,"SolarBeam","The user prepares on turn one, becoming uncontrollable, and then attacks on turn two. During Sunny Day, this move fires immediately; during Rain Dance, Sandstorm and Hail, this move has half power.","Grass","Special",120,1,10,0,0.00%,0
49,"SonicBoom","Always deals 20 points of damage.","Normal","Special","20HP",0.9,20,0,0.00%,0
460,"Spacial Rend","Has a high critical hit ratio.","Dragon","Special",100,0.95,5,0,0.00%,0
209,"Spark","Has a 30% chance to paralyze the target.","Electric","Physical",65,1,20,0,30.00%,0
169,"Spider Web","As long as the user remains in battle, the target cannot switch out unless it is holding Shed Shell or uses Baton Pass or U-Turn. The target will still be trapped if the user switches out by using Baton Pass.","Bug","Status",0,1,10,0,0.00%,0
131,"Spike Cannon","Attacks 2-5 times in one turn; if one of these attacks breaks a target's Substitute, the target will take damage for the rest of the hits. This move has a 3/8 chance to hit twice, a 3/8 chance to hit three times, a 1/8 chance to hit four times and a 1/8 chance to hit five times. If the user of this move has Skill Link, this move will always strike five times.","Normal","Physical",20,1,15,0,0.00%,0
191,"Spikes","Damages opponents, unless they are Flying-type or have Levitate, every time they are switched in; hits through Wonder Guard. Can be used up to three times: saps 1/8 of max HP with one layer, 3/16 of max HP with two layers and 1/4 of max HP for three layers.","Ground","Status",0,"— ",20,0,0.00%,3
255,"Spit Up","Power increases with user's Stockpile count; fails with zero Stockpiles.","Normal","Special","Var",1,10,0,0.00%,0
180,"Spite","The target's most recent move is reduced by 4 PP; this fails if the target has not yet performed a move, if the target's last move has run out of PP, or if the target can only use Struggle.","Ghost","Status",0,1,10,0,0.00%,0
150,"Splash","Doesn't do anything (but we still love it). Unfortunately, it also cannot be used during the effects of Gravity! :(","Normal","Status",0,"— ",40,0,0.00%,0
147,"Spore","Puts the target to sleep.","Grass","Status",0,1,15,0,0.00%,0
446,"Stealth Rock","Damages opponents every time they switch in until they use Rapid Spin. Saps a fraction of max HP determined by the effectiveness of Rock-type attacks against the opponent's type: 1/32 for 1/4x, 1/16 for 1/2x, 1/8 for 1x, 1/4 for 2x and 1/2 for 4x. For example, Stealth Rock saps 50% of an Ice/Flying Pokemon's max HP when it switches in.","Rock","Status",0,"— ",20,0,0.00%,3
211,"Steel Wing","Has a 10% chance to raise the user's Defense by 1 stage.","Steel","Physical",70,0.9,25,0,10.00%,0
254,"Stockpile","Can be used up to three times to power Spit Up or Swallow. Also raises the user's Defense and Special Defense by 1 stage each. Stockpiles and the defensive boosts are lost when these Swallow or Spit Up is used or the user switches out. However, the boosts can be Baton Passed.","Normal","Status",0,"— ",20,0,0.00%,0
23,"Stomp","Has a 30% chance to make the target flinch; also retains its normal accuracy and gains doubled power against Minimized Pokemon.","Normal","Physical",65,1,20,0,30.00%,0
444,"Stone Edge","Has a high critical hit ratio.","Rock","Physical",100,0.8,5,0,0.00%,0
500,"Stored Power","Deals variable damage depending on the stat modifications of the user. When the user has no stat modifications, Assist Power's base power is 20. Its power increases by 20 for each stat boost the user has, and does not decrease in power due to stat drops below 0. It reaches a maximum power of 860, where all stats are maximized.","Psychic","Special","–",1,10,0,0.00%,0
480,"Storm Throw","Always results in a critical hit.","Fighting","Physical",40,1,10,0,0.00%,0
537,"Streamroller","Has a 30% chance to make the target flinch.","Bug","Physical",65,1,20,0,30.00%,0
70,"Strength","Deals damage with no additional effect.","Normal","Physical",80,1,15,0,0.00%,0
81,"String Shot","Lowers the target's Speed by 1 stage.","Bug","Status",0,0.95,40,0,0.00%,3
165,"Struggle","Used automatically when all of the user's other moves have run out of PP or are otherwise inaccessible. The user receives recoil damage equal to 1/4 of its max HP. Struggle is classified as a typeless move and will hit any Pokemon for normal damage.","Typeless","Physical",50,1,1,0,0.00%,0
522,"Struggle Bug","Has a 100% chance to lower the target's Special Attack by one level.","Bug","Special",30,1,20,0,100.00%,0
78,"Stun Spore","Paralyzes the target.","Grass","Status",0,0.75,30,0,0.00%,0
66,"Submission","The user receives 1/4 recoil damage.","Fighting","Physical",80,0.8,25,0,0.00%,0
164,"Substitute","The user takes one-fourth of its maximum HP to create a substitute; this move fails if the user does not have enough HP for this. Until the substitute is broken, it receives damage from all attacks made by other Pokemon and shields the user from status effects and stat modifiers caused by other Pokemon. The user is still affected by Tickle, Hail, Sandstorm and Attract from behind its Substitute. If a Substitute breaks from a hit during a multistrike move such as Fury Attack, the user takes damage from the remaining strikes.","Normal","Status",0,"— ",10,0,0.00%,0
389,"Sucker Punch","Almost always goes first, but fails if the target doesn't select a move that will damage the user. The move also fails if the target uses an attack with higher priority or if the target is faster and uses an attack with the same priority.","Dark","Physical",80,1,5,1,0.00%,0
241,"Sunny Day","Cancels all other weather moves. For 5 turns: freezing is prevented, the power of Fire attacks is increased by 50%, the power of Water attacks is decreased by 50%, Solarbeam fires immediately, Thunder becomes 50% accurate, and the healing power of Morning Sun, Synthesis and Moonlight is increased from 1/2 to 2/3 of the user's max HP. The effects of Sunny Day will last for eight turns if its user is holding Heat Rock.","Fire","Status",0,"— ",5,0,0.00%,5
162,"Super Fang","This move halves the target's current HP.","Normal","Physical","Var",0.9,10,0,0.00%,0
276,"Superpower","Lowers the user's Attack and Defense by 1 stage each after use.","Fighting","Physical",120,1,5,0,0.00%,0
48,"Supersonic","Confuses the target.","Normal","Status",0,0.55,20,0,0.00%,0
57,"Surf","Power doubles against a target who is in the middle of using Dive.","Water","Special",95,1,15,0,0.00%,4
207,"Swagger","Confuses the target and raises its Attack by 2 stages.","Normal","Status",0,0.9,15,0,0.00%,0
256,"Swallow","This move only works if the user has at least one Stockpile. Restores 1/4 of user's max HP with one Stockpile, 1/2 of user's max HP with two Stockpiles and fully restores the user's HP with three Stockpiles.","Normal","Status",0,"— ",10,0,0.00%,0
186,"Sweet Kiss","Confuses the target.","Normal","Status",0,0.75,10,0,0.00%,0
230,"Sweet Scent","Lowers the target's Evasion by 1 stage.","Normal","Status",0,1,20,0,0.00%,3
129,"Swift","Ignores Evasion and Accuracy modifiers and never misses except against Protect, Detect or a target in the middle of Dig, Fly, Dive or Bounce.","Normal","Special",60,1.01,20,0,0.00%,3
415,"Switcheroo","Exchanges items with the target unless it has Sticky Hold or Multitype. Items lost to this move cannot be recovered by using Recycle.","Dark","Status",0,1,10,0,0.00%,0
14,"Swords Dance","Raises the user's Attack by 2 stages.","Normal","Status",0,"— ",30,0,0.00%,0
485,"Synchronoise","Synchro Noise damages the user, and all Pokémon with the same type as the user.","Psychic","Special",70,1,15,0,0.00%,0
235,"Synthesis","Restores a fraction of the user's max HP depending on the weather: 2/3 during Sunny Day, 1/2 during regular weather and 1/4 during Rain Dance, Hail and Sandstorm.","Grass","Status",0,"— ",5,0,0.00%,0
33,"Tackle","Deals damage with no additional effect.","Normal","Physical",50,1,35,0,0.00%,0
294,"Tail Glow","Raises the user's Special Attack by 2 stages.","Bug","Status",0,1,20,0,0.00%,0
541,"Tail Slap","Hits 2-5 times in one turn.","Normal","Physical",25,0.85,10,0,0.00%,0
39,"Tail Whip","Lowers the target's Defense by 1 stage.","Normal","Status",0,1,30,0,0.00%,3
366,"Tailwind","Speed is doubled for every Pokemon on the user's team for 4 turns; the turn used to perform Tailwind is included in this total, as are any turns used to switch around Pokemon.","Flying","Status",0,"— ",30,0,0.00%,1
36,"Take Down","The user receives 1/4 recoil damage.","Normal","Physical",90,0.85,20,0,0.00%,0
269,"Taunt","Prevents the target from using non-damaging moves for 3 turns. Assist, Copycat, Me First, Metronome, Mirror Move and Sleep Talk are prevented during this time, but Bide, Counter, Endeavor, Metal Burst and Mirror Coat are not prevented.","Dark","Status",0,1,20,0,0.00%,0
546,"Techno Blast","The type of Techno Buster depends on the type of Cassette held by the user, being Normal-type if there is none held, and Electric, Fire, Ice or Water with the appropriate Cassette.","Normal","Special",85,1,5,0,0.00%,0
298,"Teeter Dance","Each active Pokemon, except the user, becomes confused.","Normal","Status",0,1,20,0,0.00%,4
477,"Telekinesis","Makes the target immune to Ground-type moves and makes all moves hit the target regardless of accuracy and evasion. This does not include OHKO moves. It will fail if Gravity is in effect, and if Gravity is used while Telekinesis is in effect Gravity will supersede it.","Psychic","Status","–","– ",15,-7,0.00%,0
100,"Teleport","Escapes from wild battles; fails automatically in trainer and link battles.","Psychic","Status",0,"— ",20,0,0.00%,0
168,"Thief","Steals the target's held item unless the user is already holding an item or the target has Sticky Hold or Multitype. A stolen item cannot be recovered by using Recycle.","Dark","Physical",40,1,10,0,0.00%,0
37,"Thrash","The user attacks uncontrollably for 2-3 turns and then gets confused.","Normal","Physical",120,1,10,0,0.00%,2
87,"Thunder","Has a 30% chance to paralyze the target. It also has normal accuracy against mid-air Pokemon who have used Fly or Bounce. During Sunny Day, this move has 50% accuracy. During Rain Dance, this move will never miss under normal circumstances and has a 30% chance to hit through a target's Protect or Detect.","Electric","Special",120,0.7,10,0,30.00%,0
422,"Thunder Fang","Has a 10% chance to paralyze the target. Has 10% chance to make the target flinch. Both effects can occur from a single use.","Electric","Physical",65,0.95,15,0,10.00%,0
86,"Thunder Wave","Paralyzes the target. This move activates Motor Drive.","Electric","Status",0,1,20,0,0.00%,0
85,"Thunderbolt","Has a 10% chance to paralyze the target.","Electric","Special",95,1,15,0,10.00%,0
9,"ThunderPunch","Has a 10% chance to paralyze the target.","Electric","Physical",75,1,15,0,10.00%,0
84,"ThunderShock","Has a 10% chance to paralyze the target.","Electric","Special",40,1,30,0,10.00%,0
321,"Tickle","Lowers the target's Attack and Defense by 1 stage each.","Normal","Status",0,1,20,0,0.00%,0
259,"Torment","Prevents the target from using the same move for two turns in a row until the target is switched out. The target will use Struggle every other turn if it cannot attack without using the same move.","Dark","Status",0,1,15,0,0.00%,0
92,"Toxic","The target is badly poisoned, with the damage caused by poison doubling after each turn. Toxic poisoning will remain with the Pokemon during the battle even after switching out.","Poison","Status",0,0.9,10,0,0.00%,0
390,"Toxic Spikes","Opponents will be poisoned as they enter the field until they use Rapid Spin. One layer inflicts regular poison while two layers inflict Toxic; switching in a non-Flying-type Poison Pokemon without Levitate will remove any layers. Flying-type and Levitate Pokemon are only affected if they switch in while Gravity is in effect, Iron Ball is their held item or they are receiving a Baton Passed Ingrain; Steel-type Pokemon and Pokemon who enter with Baton Passed Substitutes are not affected.","Poison","Status",0,"— ",20,0,0.00%,3
144,"Transform","The user morphs into a near-exact copy of the target. Stats, stat modifiers, type, moves, Hidden Power data and appearance are changed; the user's level and HP remain the same and each copied move receives only 5 PP. (If Transform is used by Ditto, the effects of Metal Powder and Quick Powder stop working after transformation.)","Normal","Status",0,"— ",10,0,0.00%,0
161,"Tri Attack","Has a 20% chance to burn, paralyze or freeze the target.","Normal","Special",80,1,10,0,20.00%,0
271,"Trick","Exchanges items with the target unless it has Sticky Hold or Multitype. Items lost to this move cannot be recovered by using Recycle.","Psychic","Status",0,1,10,0,0.00%,0
